"Name","Team","PA","wOBA","wRC+","EV","maxEV","HardHit","HardHit%","GB%","LD%","FB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","O-Contact% (pfx)","Z-Contact% (pfx)","playerid"
"Chick Stahl","- - -","5709",".375","121","","","","","","","","","","","","","","","","1012381"
"Tommy Holmes","- - -","5565",".375","122","","","","","","","","","","","","","","","","1005980"
"Lou Boudreau","- - -","7023",".375","122","","","","","","","","","","","","","","","","1001234"
"King Kelly","- - -","6455",".375","131","","","","","","","","","","","","","","","","1006806"
"Roy Thomas","- - -","6575",".375","128","","","","","","","","","","","","","","","","1012992"
"Ed Cartwright","- - -","2129",".375","103","","","","","","","","","","","","","","","","1002024"
"Reggie Jackson","- - -","11416",".374","139","","","","","","","","","","","","","","","","1006308"
"Pat Mullin","Tigers","2849",".374","114","","","","","","","","","","","","","","","","1009308"
"Travis Hafner","- - -","4782",".374","132","","","0","","41.7%","20.1%","38.2%","40.2%","33.4%","26.4%","12.6%","52.2%","35.3%","60.0%","85.2%","1573"
"George Brett","Royals","11625",".374","132","","","","","","","","","","","","","","","","1001400"
"Joe Judge","- - -","9171",".374","116","","","","","","","","","","","","","","","","1006644"
"Bing Miller","- - -","6885",".374","108","","","","","","","","","","","","","","","","1008871"
"Frank Howard","- - -","7353",".374","140","","","","","","","","","","","","","","","","1006080"
"Jim Gentile","- - -","3479",".374","133","","","","","","","","","","","","","","","","1004612"
"Baby Doll Jacobson","- - -","6072",".374","108","","","","","","","","","","","","","","","","1006316"
"Don Lenhardt","- - -","1720",".374","112","","","","","","","","","","","","","","","","1007522"
"Irish Meusel","- - -","5309",".374","117","","","","","","","","","","","","","","","","1008818"
"Dusty Cooke","- - -","2058",".374","109","","","","","","","","","","","","","","","","1002568"
"Roger Bresnahan","- - -","5374",".373","128","","","","","","","","","","","","","","","","1001396"
"George Treadway","- - -","1457",".373","103","","","","","","","","","","","","","","","","1013168"
"Erubiel Durazo","- - -","2291",".373","124","","","","","39.1%","21.3%","39.6%","45.9%","29.8%","24.3%","12.4%","58.4%","29.2%","","","1413"
"Greg Luzinski","- - -","7518",".373","131","","","","","","","","","","","","","","","","1007855"
"David Wright","Mets","6872",".373","133","90.0","111.1","85","42.3%","38.4%","22.9%","38.8%","38.0%","32.8%","29.3%","13.6%","52.2%","34.2%","63.8%","87.2%","3787"
"Doc Crandall","- - -","1033",".373","121","","","","","","","","","","","","","","","","1002730"
"Ron Blomberg","- - -","1493",".373","141","","","","","","","","","","","","","","","","1001081"
"Ron Northey","- - -","3567",".373","121","","","","","","","","","","","","","","","","1009643"
"John Kruk","- - -","4603",".373","134","","","","","","","","","","","","","","","","1007184"
"Hank Leiber","- - -","3140",".373","122","","","","","","","","","","","","","","","","1007490"
"Gene Tenace","- - -","5525",".373","140","","","","","","","","","","","","","","","","1012911"
"Aaron Robinson","- - -","2189",".373","115","","","","","","","","","","","","","","","","1011052"
"Elmer Valo","- - -","6091",".373","117","","","","","","","","","","","","","","","","1013335"
"Rocky Colavito","- - -","7559",".373","132","","","","","","","","","","","","","","","","1002404"
"Bernie Williams","Yankees","9053",".373","126","","","","","47.5%","20.0%","32.5%","43.4%","30.4%","26.2%","14.8%","58.8%","26.4%","","","857"
"Rickey Henderson","- - -","13346",".372","132","","","","","46.0%","21.2%","32.8%","49.2%","26.5%","24.3%","16.4%","62.4%","21.2%","","","194"
"Fred Lynn","- - -","7923",".372","129","","","","","","","","","","","","","","","","1007872"
"Dick Kokos","Browns","1816",".372","105","","","","","","","","","","","","","","","","1007083"
"Joe Morgan","- - -","11329",".372","135","","","","","","","","","","","","","","","","1009179"
"Buddy Myer","- - -","8187",".372","110","","","","","","","","","","","","","","","","1009415"
"Taffy Wright","- - -","3981",".372","114","","","","","","","","","","","","","","","","1014296"
"Ryan Klesko","- - -","6523",".372","127","","","0","","41.5%","19.5%","39.0%","44.9%","28.3%","26.8%","15.4%","53.8%","30.9%","66.7%","89.7%","1041"
"Darryl Strawberry","- - -","6326",".372","137","","","","","","","","","","","","","","","","1012606"
"Christian Yelich","- - -","4290",".372","135","92.2","117.9","1084","48.6%","55.5%","22.0%","22.6%","33.8%","37.8%","28.3%","15.6%","45.0%","39.4%","52.2%","87.3%","11477"
"Sam Rice","- - -","10246",".372","113","","","","","","","","","","","","","","","","1010900"
"Buck Ewing","- - -","5770",".372","123","","","","","","","","","","","","","","","","1003881"
"Gene Woodling","- - -","6613",".372","125","","","","","","","","","","","","","","","","1014228"
"J.D. Martinez","- - -","4661",".372","134","91.5","116.7","1013","48.4%","41.3%","21.6%","37.2%","39.1%","34.6%","26.4%","13.1%","46.3%","40.7%","50.2%","82.7%","6184"
"Dummy Hoy","- - -","8369",".372","112","","","","","","","","","","","","","","","","1006111"
"Pinky Higgins","- - -","7554",".372","107","","","","","","","","","","","","","","","","1005793"
"Nolan Arenado","Rockies","4558",".372","118","89.5","111.2","1041","38.7%","36.9%","20.5%","42.6%","41.8%","35.1%","23.1%","15.8%","47.1%","37.1%","64.6%","88.2%","9777"
"Earl Torgeson","- - -","6037",".371","121","","","","","","","","","","","","","","","","1013124"
"Mark Teixeira","- - -","8029",".371","127","89.0","111.2","236","39.6%","38.7%","20.8%","40.4%","52.0%","29.5%","18.5%","14.6%","50.1%","35.3%","64.4%","89.2%","1281"
"Ken Singleton","- - -","8559",".371","134","","","","","","","","","","","","","","","","1012011"
"Pedro Guerrero","- - -","6115",".371","138","","","","","","","","","","","","","","","","1005120"
"Joe Cunningham","- - -","4061",".371","124","","","","","","","","","","","","","","","","1002881"
"Kent Hrbek","Twins","7137",".371","126","","","","","","","","","","","","","","","","1006117"
"Nelson Cruz","- - -","7153",".371","133","93.5","119.0","1071","50.0%","41.6%","17.9%","40.5%","39.3%","35.8%","25.0%","15.9%","46.3%","37.8%","51.4%","80.4%","2434"
"Dave Harris","- - -","1678",".371","111","","","","","","","","","","","","","","","","1005408"
"Chet Laabs","- - -","3538",".371","112","","","","","","","","","","","","","","","","1007229"
"Jay Buhner","- - -","5927",".371","123","","","","","","","","","","","","","","","","1001638"
"Socks Seybold","- - -","4114",".371","128","","","","","","","","","","","","","","","","1011775"
"Johnny Pesky","- - -","5516",".371","111","","","","","","","","","","","","","","","","1010219"
"Rico Carty","- - -","6318",".371","132","","","","","","","","","","","","","","","","1002025"
"Jackie Jensen","- - -","6079",".371","120","","","","","","","","","","","","","","","","1006398"
"Eddie Stanky","- - -","5435",".371","117","","","","","","","","","","","","","","","","1012406"
"Bill Keister","- - -","2611",".371","112","","","","","","","","","","","","","","","","1006763"
"Joe Vosmik","- - -","6084",".371","104","","","","","","","","","","","","","","","","1013456"
"Solly Hemus","- - -","3250",".371","117","","","","","","","","","","","","","","","","1005627"
"Birdie Cree","Highlanders","2982",".370","123","","","","","","","","","","","","","","","","1002752"
"Ed Lennox","- - -","1615",".370","124","","","","","","","","","","","","","","","","1007525"
"Fred Carroll","- - -","3290",".370","129","","","","","","","","","","","","","","","","1002002"
"Orlando Cepeda","- - -","8695",".370","131","","","","","","","","","","","","","","","","1002103"
"John Titus","- - -","5818",".370","125","","","","","","","","","","","","","","","","1013085"
"Sammy Sosa","- - -","9896",".370","124","","","0","","42.1%","18.1%","39.8%","43.0%","29.3%","27.6%","13.1%","54.6%","32.3%","53.1%","77.9%","302"
"Nick Johnson","- - -","3316",".370","126","","","0","","43.7%","22.1%","34.1%","38.7%","32.0%","29.3%","13.5%","57.0%","29.6%","71.5%","90.6%","828"
"Ed McKean","- - -","7610",".370","111","","","","","","","","","","","","","","","","1008581"
"Yogi Berra","- - -","8364",".370","124","","","","","","","","","","","","","","","","1000898"
"Dick Dietz","- - -","2244",".370","132","","","","","","","","","","","","","","","","1003290"
"Randy Milligan","- - -","2594",".370","131","","","","","","","","","","","","","","","","1008946"
"Phil Cavarretta","- - -","7701",".370","119","","","","","","","","","","","","","","","","1002093"
"Roy Johnson","- - -","4886",".370","107","","","","","","","","","","","","","","","","1006498"
"Jake Virtue","Spiders","2054",".370","114","","","","","","","","","","","","","","","","1013440"
"Tony Gwynn","Padres","10232",".370","132","","","","","","","","","","","","","","","","1005166"
"Frankie Frisch","- - -","10100",".370","112","","","","","","","","","","","","","","","","1004364"
"Rube Bressler","- - -","4498",".370","113","","","","","","","","","","","","","","","","1001398"
"Derrek Lee","- - -","7963",".369","123","","","0","","39.3%","21.6%","39.0%","41.2%","31.3%","27.6%","11.0%","53.5%","35.5%","62.3%","85.5%","525"
"Rod Carew","- - -","10550",".369","132","","","","","","","","","","","","","","","","1001942"
"Harvey Hendrick","- - -","3220",".369","113","","","","","","","","","","","","","","","","1005643"
"Ray Sanders","- - -","2557",".369","120","","","","","","","","","","","","","","","","1011418"
"Bernie Carbo","- - -","3320",".369","128","","","","","","","","","","","","","","","","1001935"
"Topper Rigney","- - -","2841",".369","106","","","","","","","","","","","","","","","","1010962"
"Al Scheer","- - -","1080",".369","120","","","","","","","","","","","","","","","","1011530"
"Topsy Hartsel","- - -","5793",".369","131","","","","","","","","","","","","","","","","1005464"
"Perry Werden","- - -","3072",".369","112","","","","","","","","","","","","","","","","1013784"
"Milt Byrnes","Browns","1519",".369","121","","","","","","","","","","","","","","","","1001800"
"Earl Sheely","- - -","5263",".369","107","","","","","","","","","","","","","","","","1011850"
"Happy Felsch","White Sox","3129",".369","121","","","","","","","","","","","","","","","","1003977"
"Elbie Fletcher","- - -","5826",".369","121","","","","","","","","","","","","","","","","1004150"
"Bob Allison","Senators","5921",".369","129","","","","","","","","","","","","","","","","1000166"
"Andrew McCutchen","- - -","7014",".369","134","89.8","111.4","877","41.3%","40.4%","21.3%","38.3%","43.3%","35.2%","21.5%","14.6%","47.9%","37.6%","56.9%","85.3%","9847"
"Jack Tobin","- - -","6872",".368","108","","","","","","","","","","","","","","","","1013088"
"Larry Doyle","- - -","7382",".368","126","","","","","","","","","","","","","","","","1003467"
"Spud Johnson","- - -","1463",".368","121","","","","","","","","","","","","","","","","1006503"
"George Stone","- - -","3668",".368","140","","","","","","","","","","","","","","","","1012564"
"Bobby Bonds","- - -","8090",".368","130","","","","","","","","","","","","","","","","1001157"
"Josh Hamilton","- - -","4350",".368","127","88.2","112.3","47","39.2%","40.9%","21.9%","37.1%","38.1%","34.2%","27.7%","13.5%","54.0%","32.5%","54.4%","80.3%","1875"
"Spud Davis","- - -","4713",".368","109","","","","","","","","","","","","","","","","1003078"
"Troy Tulowitzki","- - -","5415",".368","119","89.2","112.1","384","39.2%","42.5%","19.3%","38.2%","42.1%","35.4%","22.5%","17.8%","48.1%","34.1%","71.9%","88.6%","3531"
"Jesse Winker","Reds","1038",".368","126","90.0","114.1","294","41.0%","47.0%","23.8%","29.3%","40.0%","36.1%","23.8%","13.1%","44.4%","42.5%","64.7%","87.5%","13590"
"Scott Rolen","- - -","8518",".368","122","","","0","","35.3%","21.3%","43.4%","41.1%","31.4%","27.5%","15.4%","53.5%","31.1%","70.0%","90.2%","970"
"Chris Hoiles","Orioles","3339",".368","122","","","","","","","","","","","","","","","","1005935"
"Anthony Rendon","- - -","4159",".368","129","90.5","111.4","927","41.8%","36.5%","21.4%","42.1%","39.9%","33.1%","27.0%","13.9%","48.2%","37.9%","70.2%","91.5%","12861"
"Charlie Blackmon","Rockies","4754",".368","115","87.6","112.7","918","34.4%","40.0%","23.9%","36.1%","41.8%","33.8%","24.5%","17.6%","48.8%","33.7%","67.1%","90.3%","7859"
"Ed Swartwood","- - -","3244",".368","134","","","","","","","","","","","","","","","","1012766"
"Eric Davis","- - -","6147",".368","126","","","","","","","","","","","","","","","","1003048"
"Trevor Story","Rockies","2541",".368","114","90.5","112.5","690","43.6%","32.7%","22.4%","44.9%","39.6%","34.3%","26.1%","14.2%","42.6%","43.1%","51.9%","83.3%","12564"
"Jimmy Sheckard","- - -","9118",".368","121","","","","","","","","","","","","","","","","1011843"
"Roy Sievers","- - -","7349",".367","121","","","","","","","","","","","","","","","","1011959"
"Cliff Lee","- - -","1718",".367","100","","","","","","","","","","","","","","","","1007450"
"Carl Furillo","Dodgers","7022",".367","113","","","","","","","","","","","","","","","","1004409"
"Sam West","- - -","6972",".367","103","","","","","","","","","","","","","","","","1013813"
"Jorge Posada","Yankees","7150",".367","123","","","0","","42.2%","20.2%","37.6%","43.5%","30.5%","25.9%","13.0%","54.5%","32.5%","60.8%","87.8%","841"
"George Burns","- - -","7233",".367","111","","","","","","","","","","","","","","","","1001709"
"Johnny Hopp","- - -","4804",".367","115","","","","","","","","","","","","","","","","1006022"
"Vin Campbell","- - -","2272",".367","113","","","","","","","","","","","","","","","","1001893"
"Jeff Kent","- - -","9537",".367","123","","","0","","35.6%","21.6%","42.8%","44.8%","30.6%","24.6%","10.6%","55.9%","33.6%","62.8%","89.5%","1119"
"Bob Horner","- - -","4213",".367","126","","","","","","","","","","","","","","","","1006026"
"Adam Dunn","- - -","8328",".367","123","","","0","","33.7%","20.2%","46.1%","47.6%","29.4%","23.0%","15.1%","48.7%","36.2%","47.1%","79.6%","319"
"Anthony Rizzo","- - -","5416",".367","131","89.0","114.5","967","38.0%","39.5%","22.0%","38.4%","43.8%","34.2%","22.0%","16.9%","49.3%","33.8%","65.8%","89.6%","3473"
"Ron Santo","- - -","9397",".367","126","","","","","","","","","","","","","","","","1011447"
"Gus Suhr","- - -","5989",".367","114","","","","","","","","","","","","","","","","1012674"
"Buddy Lewis","Senators","5937",".367","110","","","","","","","","","","","","","","","","1007578"
"John Jaha","- - -","3285",".367","116","","","","","","","","","","","","","","","","1006336"
"Andy Pafko","- - -","7026",".366","116","","","","","","","","","","","","","","","","1009948"
"Pepper Martin","Cardinals","4521",".366","114","","","","","","","","","","","","","","","","1008189"
"Alvin Davis","- - -","5010",".366","125","","","","","","","","","","","","","","","","1003033"
